__time,/vrpn_client_node/turtlebot7/pose/header/stamp,/vrpn_client_node/turtlebot7/pose/pose/orientation/pitch_deg,/vrpn_client_node/turtlebot7/pose/pose/orientation/roll_deg,/vrpn_client_node/turtlebot7/pose/pose/orientation/w,/vrpn_client_node/turtlebot7/pose/pose/orientation/x,/vrpn_client_node/turtlebot7/pose/pose/orientation/y,/vrpn_client_node/turtlebot7/pose/pose/orientation/yaw_deg,/vrpn_client_node/turtlebot7/pose/pose/orientation/z,/vrpn_client_node/turtlebot7/pose/pose/position/x,/vrpn_client_node/turtlebot7/pose/pose/position/y,/vrpn_client_node/turtlebot7/pose/pose/position/z
1690687609.029907,1689262590.722416,1.209299,0.920818,-0.143509,-0.011597,0.006436,-163.486942,0.989560,3.058844,5.933594,0.174565
1690687609.038303,1689262590.730819,1.202829,0.919988,-0.143565,-0.011541,0.006437,-163.480488,0.989553,3.058845,5.933591,0.174557
1690687609.047110,1689262590.739159,1.203626,0.917049,-0.143615,-0.011544,0.006410,-163.474804,0.989546,3.058845,5.933592,0.174550
1690687609.063373,1689262590.756056,1.208738,0.924368,-0.143576,-0.011597,0.006467,-163.479150,0.989550,3.058846,5.933601,0.174543
1690687609.071855,1689262590.764714,1.204585,0.925504,-0.143505,-0.011562,0.006483,-163.487335,0.989561,3.058841,5.933616,0.174547
1690687609.080283,1689262590.772731,1.209636,0.925422,-0.143488,-0.011606,0.006476,-163.489323,0.989563,3.058838,5.933611,0.174559
1690687609.096570,1689262590.789191,1.205813,0.931760,-0.143460,-0.011580,0.006536,-163.492488,0.989567,3.058830,5.933610,0.174561
1690687609.097341,1689262590.789243,1.202696,0.918432,-0.143562,-0.011537,0.006423,-163.480877,0.989553,3.058837,5.933604,0.174559
1690687609.113634,1689262590.806141,1.210253,0.924661,-0.143468,-0.011610,0.006469,-163.491580,0.989566,3.058833,5.933596,0.174548
1690687609.122024,1689262590.814271,1.208164,0.923112,-0.143541,-0.011590,0.006457,-163.483159,0.989555,3.058849,5.933577,0.174545
1690687609.130026,1689262590.822454,1.207409,0.911159,-0.143563,-0.011569,0.006355,-163.480820,0.989553,3.058841,5.933576,0.174562
1690687609.137914,1689262590.830820,1.211035,0.923602,-0.143529,-0.011616,0.006458,-163.484576,0.989557,3.058836,5.933576,0.174547
1690687609.154796,1689262590.847450,1.192511,0.910489,-0.143573,-0.011440,0.006368,-163.479811,0.989553,3.058860,5.933571,0.174542
1690687609.163121,1689262590.855769,1.205775,0.921940,-0.143464,-0.011568,0.006451,-163.492101,0.989567,3.058844,5.933599,0.174564
1690687609.171448,1689262590.864398,1.201300,0.919113,-0.143609,-0.011527,0.006431,-163.475478,0.989547,3.058838,5.933600,0.174558
1690687609.180060,1689262590.872523,1.203570,0.918804,-0.143643,-0.011546,0.006425,-163.471535,0.989541,3.058848,5.933607,0.174542
1690687609.189133,1689262590.880765,1.196961,0.921675,-0.143510,-0.011492,0.006459,-163.486960,0.989561,3.058842,5.933612,0.174549
1690687609.205150,1689262590.897731,1.202911,0.925542,-0.143526,-0.011548,0.006485,-163.484936,0.989558,3.058840,5.933606,0.174556
1690687609.213586,1689262590.906072,1.209378,0.928918,-0.143521,-0.011608,0.006506,-163.485482,0.989558,3.058843,5.933613,0.174554
1690687609.222079,1689262590.914422,1.200788,0.919648,-0.143566,-0.011523,0.006436,-163.480463,0.989553,3.058831,5.933608,0.174553
1690687609.230051,1689262590.922502,1.211633,0.922552,-0.143561,-0.011620,0.006448,-163.480850,0.989552,3.058836,5.933607,0.174556
1690687609.247340,1689262590.939174,1.211922,0.923059,-0.143524,-0.011623,0.006452,-163.485174,0.989558,3.058846,5.933592,0.174558
1690687609.247443,1689262590.939243,1.212918,0.918585,-0.143490,-0.011625,0.006413,-163.489089,0.989563,3.058836,5.933594,0.174532
1690687609.263870,1689262590.956070,1.204982,0.911930,-0.143525,-0.011549,0.006365,-163.485179,0.989559,3.058837,5.933587,0.174543
1690687609.272253,1689262590.964448,1.208039,0.912188,-0.143597,-0.011576,0.006362,-163.476867,0.989548,3.058837,5.933578,0.174562
